time,ODrive 0 Position,ODrive 0 Velocity,ODrive 0 Current
0,1475.6400146484375,-0.02631758153438568,-3.3268752098083496
0.016,1475.639892578125,-0.008927923627197742,-3.3268752098083496
0.027,1475.6400146484375,-0.02271895296871662,-3.3268752098083496
0.035,1475.6400146484375,0.01989091746509075,-3.3268752098083496
0.045,1475.64013671875,0.029926851391792297,-3.3268752098083496
0.058,1475.64013671875,-0.0036678221076726913,-3.3268752098083496
0.064,1475.6400146484375,-0.01859133690595627,-3.3268752098083496
0.075,1475.64013671875,0.0027545790653675795,-3.3268752098083496
0.085,1475.64013671875,0.0348367802798748,-3.3268752098083496
0.095,1475.6400146484375,-0.04472797363996506,-3.3268752098083496
0.107,1475.64013671875,0.003469838760793209,-3.3268752098083496
0.114,1475.64013671875,0.008305266499519348,-3.3268752098083496
0.126,1475.64013671875,-0.007773088291287422,-3.3268752098083496
0.134,1475.64013671875,0.002344802487641573,-3.3268752098083496
0.144,1475.64013671875,-0.012213630601763725,-3.3268752098083496
0.158,1475.64013671875,0.0034102366771548986,-3.3268752098083496
0.164,1475.64013671875,0.008498981595039368,-3.3268752098083496
0.174,1475.64013671875,-0.0016412650002166629,-3.3268752098083496
0.185,1475.64013671875,0.021030854433774948,-3.3268752098083496
0.195,1475.6400146484375,-0.03724014014005661,-3.3268752098083496
0.208,1475.64013671875,-0.0039807455614209175,-3.3268752098083496
0.215,1475.64013671875,-0.003630568739026785,-3.3268752098083496
0.228,1475.64013671875,0.004207441583275795,-3.3268752098083496
0.234,1475.64013671875,0.006450063083320856,-3.3268752098083496
0.246,1475.6400146484375,-0.044884443283081055,-3.3268752098083496
0.261,1475.64013671875,-0.024030273780226707,-3.3268752098083496
0.265,1475.6400146484375,-0.04669494181871414,-3.3268752098083496
0.292,1475.64013671875,0.02073281817138195,-3.3268752098083496
0.295,1475.64013671875,0.007932722568511963,-3.3268752098083496
0.31,1475.64013671875,0.012097597122192383,-3.3268752098083496
0.315,1475.6400146484375,-0.03157025948166847,-3.3268752098083496
0.327,1475.6400146484375,-0.01903093233704567,-3.3268752098083496
0.343,1475.64013671875,-0.0023490809835493565,-3.3268752098083496
0.345,1475.64013671875,0.025411784648895264,-3.3268752098083496
0.36,1475.6400146484375,-0.0037199873477220535,-3.3268752098083496
0.365,1475.64013671875,0.0052356114611029625,-3.3268752098083496
0.376,1475.6400146484375,-0.024276141077280045,-3.3268752098083496
0.384,1475.6402587890625,0.033458411693573,-3.3268752098083496
0.395,1475.64013671875,-0.004032909870147705,-3.3268752098083496
0.41,1475.64013671875,-0.014642533846199512,-3.3268752098083496
0.416,1475.6400146484375,-0.002140460768714547,-3.3268752098083496
0.428,1475.6400146484375,-0.008443648926913738,-3.3268752098083496
0.434,1475.64013671875,0.005541093647480011,-3.3268752098083496
0.449,1475.6400146484375,-0.031570252031087875,-3.3268752098083496
0.464,1475.64013671875,-0.000240559340454638,-3.3268752098083496
0.478,1475.6402587890625,0.04611695930361748,-3.3268752098083496
0.484,1475.64013671875,0.013349305838346481,-3.3268752098083496
0.495,1475.6400146484375,-0.026362290605902672,-3.3268752098083496
0.511,1475.64013671875,0.006561830639839172,-3.3268752098083496
0.515,1475.64013671875,-0.004397973883897066,-3.3268752098083496
0.528,1475.64013671875,0.007418650668114424,-3.3268752098083496
0.534,1475.64013671875,-0.002304358407855034,-3.3268752098083496
0.545,1475.64013671875,0.004237252287566662,-3.3268752098083496
0.56,1475.64013671875,-0.026615599170327187,-3.3268752098083496
0.565,1475.6402587890625,0.0090726837515831,-3.3268752098083496
0.577,1475.64013671875,0.016947945579886436,-3.3268752098083496
0.585,1475.64013671875,-0.00945691205561161,-3.3268752098083496
0.595,1475.64013671875,-0.003190973773598671,-3.3268752098083496
0.609,1475.64013671875,-0.014784079976379871,-3.3268752098083496
0.615,1475.64013671875,-0.004845004994422197,-3.3268752098083496
0.627,1475.6400146484375,-0.020036742091178894,-3.3268752098083496
0.634,1475.64013671875,0.0028365422040224075,-3.3268752098083496
0.645,1475.6400146484375,-0.032903894782066345,-3.3268752098083496
0.66,1475.64013671875,0.00608499301597476,-3.3268752098083496
0.665,1475.6400146484375,0.012038005515933037,-3.3268752098083496
0.676,1475.6400146484375,-0.010246679186820984,-3.3268752098083496
0.685,1475.64013671875,0.0059359814040362835,-3.3268752098083496
0.711,1475.64013671875,0.015167253091931343,-3.3268752098083496
0.715,1475.639892578125,-0.033760715276002884,-3.3268752098083496
0.728,1475.6400146484375,-0.017063960433006287,-3.3268752098083496
0.735,1475.6400146484375,-0.016765937209129333,-3.3268752098083496
0.745,1475.6400146484375,0.0048407502472400665,-3.3268752098083496
0.76,1475.6400146484375,0.006882212124764919,-3.3268752098083496
0.764,1475.6400146484375,-0.011908154934644699,-3.3268752098083496
0.775,1475.64013671875,0.01904156059026718,-3.3268752098083496
0.784,1475.6400146484375,0.024636946618556976,-3.3268752098083496
0.795,1475.6400146484375,0.010555346496403217,-3.3268752098083496
0.807,1475.64013671875,0.005921082571148872,-3.3268752098083496
0.815,1475.64013671875,0.00010217775707133114,-3.3268752098083496
0.826,1475.64013671875,0.0354924313724041,-3.3268752098083496
0.834,1475.64013671875,0.026469774544239044,-3.3268752098083496
0.844,1475.64013671875,-0.027815159410238266,-3.3268752098083496
0.859,1475.64013671875,0.003969022072851658,-3.3268752098083496
0.865,1475.64013671875,-0.023493817076086998,-3.3268752098083496
0.877,1475.6402587890625,-0.0013655935181304812,-3.3268752098083496
0.884,1475.6402587890625,-0.010105123743414879,-3.3268752098083496
0.895,1475.6402587890625,-0.003988197073340416,-3.3268752098083496
0.911,1475.6402587890625,0.0038274640683084726,-3.3268752098083496
0.915,1475.6402587890625,-0.03621940687298775,-3.3268752098083496
0.927,1475.6402587890625,-0.012429698370397091,-3.3268752098083496
0.934,1475.6402587890625,0.007321791257709265,-3.3268752098083496
0.945,1475.6402587890625,0.013312059454619884,-3.3268752098083496
0.959,1475.64013671875,-0.028291983529925346,-3.3268752098083496
0.964,1475.6402587890625,-0.020714743062853813,-3.3268752098083496
0.975,1475.6402587890625,0.0018381683621555567,-3.3268752098083496
0.984,1475.6402587890625,0.0037157153710722923,-3.3268752098083496
0.995,1475.6402587890625,-0.00023309369862545282,-3.3268752098083496
